Age,Experience_Years,Salary,Training_Hours,Performance_Score,Department,Promoted
28,3.7,25000.0,53.0,28.0,Sales,0
31,8.0,38108.0,27.0,29.1,Engineering,1
38,10.7,37294.0,56.0,39.9,Marketing,0
47,13.1,41127.0,40.0,39.6,Engineering,0
42,15.3,48506.0,48.0,41.0,Marketing,0
49,10.9,35806.0,47.0,31.9,Engineering,1
23,0.5,25000.0,88.0,41.8,HR,1
22,0.0,25000.0,56.0,32.5,Sales,0
57,19.6,72342.0,79.0,,Marketing,0
47,19.2,72306.0,17.0,43.5,Sales,1
50,16.5,58646.0,95.0,,Sales,0
42,15.5,52066.0,74.0,53.0,Engineering,0
32,6.5,25000.0,22.0,20.0,HR,0
32,5.1,25000.0,64.0,30.7,Engineering,0
57,27.5,,97.0,74.1,Sales,1
56,15.1,58443.0,94.0,56.7,Engineering,0
55,14.3,46639.0,52.0,37.0,Marketing,1
45,13.9,48513.0,,34.2,HR,1
43,9.6,29033.0,80.0,42.3,Sales,1
26,1.2,25000.0,69.0,28.2,Engineering,0
54,22.0,74579.0,21.0,58.7,Marketing,0
57,21.2,61992.0,68.0,50.9,HR,0
41,10.8,32601.0,86.0,42.7,Engineering,0
40,15.8,,63.0,42.6,Engineering,0
56,21.9,70662.0,53.0,59.5,Sales,0
38,13.1,37163.0,25.0,29.8,Marketing,1
55,12.7,55142.0,15.0,43.0,HR,0
30,5.1,25000.0,23.0,20.0,Engineering,0
47,20.5,,67.0,51.9,HR,0
23,0.6,25000.0,40.0,26.8,Marketing,0
30,5.8,29966.0,50.0,20.0,Sales,0
30,4.2,25000.0,44.0,22.8,Sales,0
38,5.7,25000.0,19.0,20.2,Sales,0
22,0.0,25000.0,90.0,30.5,HR,0
46,12.9,45669.0,39.0,,HR,0
46,19.7,60718.0,,52.4,Engineering,0
56,15.2,52675.0,64.0,53.0,Marketing,1
24,1.8,25000.0,80.0,27.9,Marketing,0
58,31.5,99757.0,27.0,69.0,Marketing,1
51,13.0,34797.0,92.0,37.9,HR,0
59,18.8,71850.0,88.0,53.4,Sales,0
55,27.6,90491.0,95.0,80.0,Marketing,1
33,9.7,35203.0,,37.7,Engineering,0
40,10.2,36780.0,51.0,39.8,HR,1
58,17.7,67065.0,63.0,53.0,Sales,0
38,9.9,35939.0,39.0,25.5,Marketing,0
31,6.4,25000.0,29.0,22.6,Sales,0
33,5.1,28344.0,51.0,,Engineering,1
37,11.1,49317.0,98.0,53.3,Marketing,0
45,7.6,27645.0,96.0,39.1,Marketing,0
40,5.9,28874.0,14.0,27.8,Sales,1
29,3.7,25000.0,59.0,24.8,HR,0
52,15.4,56608.0,50.0,46.6,Sales,0
42,9.8,33209.0,48.0,39.9,Engineering,0
38,9.5,41208.0,66.0,39.7,Sales,0
44,10.8,,66.0,33.3,Sales,0
58,15.0,55132.0,46.0,42.6,Marketing,0
37,7.3,37506.0,16.0,23.5,HR,0
27,4.4,25000.0,14.0,21.3,HR,0
29,3.8,25000.0,88.0,29.8,HR,0
46,13.6,44633.0,60.0,43.1,HR,0
39,11.0,45181.0,17.0,29.8,Sales,0
46,21.4,76234.0,65.0,53.2,Marketing,0
33,4.9,25000.0,82.0,34.6,Marketing,0
36,9.9,25000.0,20.0,21.4,HR,0
47,18.2,,31.0,46.2,Sales,0
47,16.6,67763.0,86.0,59.0,HR,0
53,10.9,40189.0,20.0,26.9,HR,0
31,6.4,34155.0,69.0,38.6,Marketing,1
37,5.1,25000.0,24.0,,Marketing,0
28,3.9,25000.0,47.0,26.1,HR,0
38,11.9,45046.0,10.0,34.2,Sales,1
44,9.4,39997.0,55.0,36.1,HR,0
47,20.1,68611.0,97.0,57.4,Marketing,0
42,6.4,,52.0,34.3,Marketing,0
43,16.9,60322.0,31.0,51.0,Sales,0
28,3.5,25000.0,12.0,22.6,HR,0
35,5.6,30245.0,23.0,23.9,HR,0
36,5.3,25000.0,11.0,21.9,Engineering,0
28,5.2,26568.0,70.0,36.2,HR,0
30,2.7,25000.0,41.0,33.0,Sales,0
29,2.9,25000.0,47.0,31.0,Marketing,0
44,11.2,40312.0,55.0,38.2,Engineering,0
50,18.8,57009.0,51.0,41.7,Sales,0
39,10.7,29772.0,15.0,23.6,Sales,0
52,11.3,49969.0,50.0,44.6,Engineering,0
51,13.7,46039.0,34.0,41.0,HR,0
56,15.1,53201.0,20.0,46.2,Engineering,0
39,7.3,26296.0,50.0,27.1,Sales,0
38,8.7,31867.0,80.0,47.7,HR,0
35,9.4,31470.0,66.0,25.4,Marketing,0
52,12.9,54245.0,55.0,49.3,Engineering,0
45,12.0,40547.0,95.0,42.0,Sales,0
56,18.2,,57.0,,HR,0
55,29.2,95196.0,72.0,76.9,Sales,1
24,1.7,25000.0,48.0,20.0,HR,1
58,28.1,89249.0,19.0,62.5,HR,1
47,11.1,44447.0,94.0,48.6,Engineering,0
44,7.5,36158.0,79.0,45.5,Marketing,0
36,6.9,32752.0,74.0,29.1,HR,0
25,1.4,25000.0,68.0,34.8,Sales,0
50,16.9,52478.0,87.0,52.9,HR,0
43,16.1,56354.0,45.0,51.7,Marketing,0
46,19.6,61617.0,36.0,46.1,Sales,0
34,9.7,25000.0,82.0,26.4,HR,0
39,8.8,35651.0,64.0,30.5,HR,0
54,22.8,,79.0,55.7,Engineering,0
37,7.3,27058.0,90.0,38.4,Marketing,0
23,0.3,25000.0,62.0,36.5,HR,0
56,24.5,70282.0,69.0,57.8,Marketing,0
55,10.1,42445.0,70.0,45.4,HR,1
51,15.8,53216.0,45.0,36.9,Sales,0
34,6.0,25000.0,94.0,36.4,Marketing,0
34,8.6,31931.0,36.0,31.8,Sales,0
39,12.9,35499.0,50.0,26.4,Marketing,0
53,15.0,53778.0,37.0,42.2,Sales,1
53,24.4,79253.0,25.0,61.4,HR,0
56,16.2,58826.0,44.0,33.3,Sales,0
50,15.9,58694.0,45.0,54.8,Sales,1
50,20.6,72327.0,65.0,63.0,HR,1
37,10.7,37443.0,28.0,34.1,Marketing,0
31,8.0,34777.0,66.0,34.3,Sales,0
51,12.6,46375.0,94.0,41.1,Engineering,0
46,16.7,52053.0,42.0,45.8,Engineering,0
41,12.7,42086.0,32.0,34.0,Sales,0
26,3.4,25000.0,72.0,31.2,Sales,0
22,0.0,25000.0,79.0,37.9,Sales,1
51,21.8,,31.0,56.5,Marketing,0
24,1.3,25000.0,76.0,41.5,HR,0
35,6.0,32721.0,89.0,40.4,Engineering,0
51,17.0,,68.0,43.9,Engineering,0
25,1.5,25000.0,34.0,22.5,Marketing,0
39,11.0,43664.0,26.0,36.4,Sales,0
58,30.0,101232.0,48.0,82.2,Sales,1
46,15.4,54703.0,86.0,46.3,HR,0
22,0.0,25000.0,84.0,33.5,HR,0
36,8.6,30846.0,83.0,45.2,Engineering,0
30,2.6,25000.0,48.0,25.1,HR,0
36,6.2,26947.0,33.0,29.2,Engineering,0
45,13.7,43977.0,47.0,41.2,Marketing,0
25,1.5,25000.0,97.0,40.8,Sales,0
33,4.5,25000.0,90.0,30.6,Sales,0
58,21.7,71718.0,66.0,57.0,Engineering,0
58,17.8,62709.0,53.0,52.5,Sales,0
27,2.3,25000.0,45.0,20.0,Marketing,0
45,13.3,43763.0,79.0,43.6,HR,0
32,3.8,25000.0,89.0,35.7,Marketing,0
34,10.3,42246.0,54.0,47.9,Sales,0
55,27.1,93275.0,35.0,71.2,Marketing,1
46,17.4,59674.0,20.0,46.9,Sales,0
28,2.2,25000.0,61.0,34.7,Engineering,1
25,2.3,,34.0,20.0,HR,0
29,5.5,25000.0,40.0,23.8,HR,0
41,14.5,,94.0,60.2,Sales,1
50,10.3,,54.0,37.9,Sales,0
31,6.2,25000.0,76.0,37.4,HR,0
55,26.4,85617.0,85.0,78.9,Marketing,1
47,16.2,53624.0,49.0,38.2,Marketing,0
24,1.4,25000.0,55.0,,Marketing,0
27,2.9,25000.0,63.0,30.0,HR,0
26,2.5,26576.0,50.0,29.4,Engineering,0
26,1.3,25000.0,98.0,32.5,Sales,0
44,15.0,51394.0,90.0,46.7,Sales,0
30,2.8,25000.0,47.0,,HR,1
56,19.1,61692.0,45.0,49.6,Engineering,0
41,9.0,41164.0,92.0,51.8,HR,1
56,21.3,62155.0,53.0,61.1,Marketing,0
39,6.5,25911.0,66.0,37.5,Marketing,0
38,11.4,38344.0,75.0,44.9,Sales,0
45,17.9,59006.0,90.0,52.3,Sales,0
24,0.8,25000.0,39.0,,Sales,0
53,11.2,50664.0,19.0,,Sales,1
56,13.2,51871.0,70.0,45.4,Marketing,0
59,30.6,99814.0,72.0,83.8,Marketing,1
34,7.4,36765.0,45.0,,Engineering,0
46,13.9,44847.0,63.0,45.2,Sales,0
30,2.9,25000.0,74.0,36.6,HR,0
25,2.1,25000.0,91.0,30.3,Engineering,0
35,10.7,35818.0,13.0,31.1,Engineering,0
58,28.7,83484.0,64.0,65.0,Marketing,1
55,22.3,75131.0,63.0,58.0,Sales,0
32,3.5,30668.0,98.0,42.7,Engineering,0
24,0.7,,73.0,,Sales,1
49,8.9,41706.0,31.0,36.4,Marketing,0
50,12.7,41812.0,,,Engineering,0
30,3.1,25000.0,90.0,36.2,Engineering,0
24,0.9,25000.0,68.0,30.9,HR,0
46,12.7,48280.0,,39.8,Marketing,0
55,28.6,85671.0,63.0,,HR,0
33,7.3,36681.0,53.0,34.7,Marketing,0
30,6.4,25000.0,61.0,29.3,HR,0
36,10.2,30150.0,85.0,37.2,Marketing,0
46,8.8,33086.0,25.0,30.4,Marketing,0
26,3.0,,25.0,20.6,Engineering,0
32,4.7,28677.0,90.0,39.9,HR,0
55,22.6,73246.0,64.0,60.9,HR,0
45,11.6,41535.0,70.0,50.8,HR,0
36,12.6,35950.0,88.0,42.0,Engineering,0
59,17.0,65633.0,86.0,72.7,Sales,1
29,3.3,25000.0,49.0,28.2,Marketing,0
26,3.4,25000.0,30.0,21.6,HR,0
47,7.9,31849.0,75.0,31.7,Marketing,1
39,12.2,43016.0,17.0,24.9,Engineering,1
27,3.7,25000.0,80.0,27.7,Marketing,0
58,28.9,93185.0,19.0,61.5,Engineering,0
34,10.6,35285.0,66.0,38.7,Sales,0
49,23.9,79714.0,13.0,53.1,HR,0
26,1.4,,52.0,28.0,Engineering,0
34,9.5,42907.0,72.0,49.4,Marketing,0
38,11.0,36689.0,52.0,34.4,Engineering,0
53,21.3,73370.0,76.0,74.5,Engineering,1
50,10.6,32566.0,91.0,34.0,Sales,0
24,1.4,25158.0,60.0,28.0,HR,0
55,29.4,93970.0,65.0,73.0,Engineering,1
48,22.0,67918.0,52.0,60.4,Engineering,0
34,6.8,25904.0,33.0,20.0,Marketing,0
54,10.4,40965.0,43.0,28.7,Engineering,0
27,2.6,25000.0,68.0,29.7,Engineering,1
45,18.3,63743.0,11.0,52.5,HR,0
40,13.0,42283.0,11.0,31.5,HR,0
37,8.6,26406.0,19.0,20.0,Marketing,0
49,9.0,43181.0,32.0,,Engineering,0
54,17.8,64893.0,24.0,56.4,Engineering,0
34,7.0,31232.0,85.0,34.7,Engineering,1
46,20.6,64881.0,26.0,43.7,Sales,0
57,24.0,75602.0,91.0,76.0,Sales,0
48,12.7,54576.0,23.0,46.0,Marketing,0
59,22.8,83591.0,90.0,80.1,Sales,1
28,2.0,25000.0,88.0,29.5,Marketing,0
26,3.5,25000.0,85.0,,Engineering,0
52,15.5,,25.0,42.7,Sales,0
44,12.9,38600.0,41.0,35.6,HR,0
31,4.6,25000.0,32.0,24.9,Sales,0
53,22.0,76631.0,43.0,67.1,Engineering,1
51,20.2,72169.0,25.0,44.4,HR,0
52,21.9,75621.0,43.0,63.3,Marketing,0
39,7.8,32930.0,80.0,32.5,Engineering,0
57,17.1,65306.0,,56.2,HR,1
23,0.4,25000.0,77.0,29.7,Sales,1
35,9.0,36107.0,52.0,30.4,Marketing,0
34,3.9,25000.0,73.0,28.2,Sales,0
50,18.4,55716.0,80.0,45.9,HR,0
33,9.0,36723.0,27.0,30.1,HR,0
23,0.8,25000.0,77.0,28.2,Engineering,0
53,17.7,72520.0,70.0,66.3,Marketing,1
34,6.9,28770.0,84.0,39.2,Marketing,0
48,9.0,31661.0,29.0,35.3,HR,0
38,11.2,37758.0,20.0,31.0,Engineering,0
52,23.8,74421.0,88.0,69.8,HR,1
55,14.7,53992.0,55.0,54.0,HR,0
45,12.7,47604.0,73.0,43.2,Marketing,0
56,27.3,86865.0,90.0,,Sales,1
27,4.1,25000.0,85.0,34.7,Sales,0
40,8.0,32987.0,37.0,,Marketing,0
51,18.3,49924.0,57.0,57.0,Engineering,0
28,2.5,25000.0,44.0,32.7,Marketing,0
31,3.3,25000.0,17.0,30.9,Engineering,0
53,26.2,84151.0,31.0,62.6,Marketing,0
55,26.1,79943.0,33.0,62.6,Engineering,0
49,20.4,66818.0,75.0,57.2,HR,0
36,4.6,25081.0,95.0,40.1,HR,0
51,23.4,73000.0,73.0,57.2,Engineering,0
58,20.3,71529.0,74.0,49.8,Marketing,0
50,14.2,50851.0,23.0,,HR,0
43,13.2,46683.0,34.0,30.6,Marketing,1
25,1.1,25000.0,12.0,26.5,Sales,0
41,14.3,42331.0,,40.1,HR,0
53,20.1,60444.0,74.0,48.1,Marketing,0
57,14.4,54182.0,63.0,55.2,Marketing,0
25,1.2,25000.0,28.0,27.0,Sales,0
48,10.7,40558.0,63.0,31.8,Marketing,0
38,5.3,28891.0,85.0,34.3,Engineering,0
33,7.2,,19.0,21.7,HR,0
43,16.9,55849.0,25.0,46.0,Engineering,0
38,5.0,26770.0,55.0,22.7,Sales,0
31,3.0,25000.0,38.0,23.8,Engineering,0
22,0.0,25000.0,24.0,20.0,Marketing,0
43,16.6,56355.0,57.0,51.3,Sales,0
47,12.4,52333.0,20.0,,Sales,0
39,8.7,35814.0,43.0,29.8,Engineering,0
35,8.6,33090.0,45.0,30.0,Sales,0
50,13.0,43113.0,39.0,46.7,Engineering,0
33,3.5,25729.0,82.0,31.5,Engineering,0
57,25.9,74815.0,91.0,62.9,Engineering,0
56,23.0,65770.0,,52.4,Sales,0
33,7.1,29507.0,77.0,34.4,Sales,0
28,4.5,25000.0,79.0,25.4,HR,0
50,19.7,69695.0,42.0,66.0,Engineering,1
32,4.2,25000.0,89.0,32.7,Engineering,0
54,16.4,62009.0,84.0,56.2,Engineering,0
27,1.9,25000.0,31.0,23.7,Engineering,0
36,5.3,25000.0,45.0,34.3,Engineering,0
53,21.9,60152.0,32.0,,Engineering,0
32,8.2,25000.0,72.0,32.4,Engineering,0
44,19.3,62650.0,35.0,,HR,0
47,16.9,55186.0,69.0,51.2,HR,0
55,13.5,53887.0,14.0,32.5,Marketing,0
55,12.0,46159.0,63.0,40.3,Engineering,0
50,22.1,69474.0,47.0,56.8,Engineering,0
25,1.9,25000.0,71.0,37.5,HR,0
38,10.7,42262.0,34.0,,HR,0
56,26.1,,21.0,60.9,Engineering,0
34,8.7,,31.0,20.0,Engineering,0
36,11.2,,18.0,20.0,HR,0
50,9.3,30548.0,93.0,36.6,HR,0
50,21.0,74861.0,38.0,64.7,Marketing,0
32,8.1,33827.0,53.0,33.5,Marketing,0
53,14.6,56460.0,36.0,46.3,Engineering,0
23,0.7,25000.0,64.0,30.9,HR,0
35,6.4,25000.0,90.0,40.2,Marketing,0
41,16.6,64310.0,14.0,42.6,Engineering,0
43,6.7,31761.0,61.0,36.8,Marketing,0
32,6.5,26534.0,22.0,20.0,Marketing,0
48,10.4,38604.0,51.0,45.9,Marketing,0
24,1.5,25000.0,24.0,20.0,Sales,0
38,6.5,33358.0,88.0,35.4,Engineering,0
49,11.9,39161.0,27.0,34.3,Marketing,0
50,16.7,59483.0,59.0,51.9,Engineering,0
42,17.0,58954.0,11.0,43.1,Engineering,0
37,6.4,28771.0,96.0,39.5,HR,0
58,13.9,54500.0,22.0,35.3,Engineering,0
41,14.4,55031.0,77.0,60.2,Marketing,0
27,3.0,25000.0,56.0,32.3,Engineering,0
40,15.2,50823.0,98.0,60.3,HR,0
26,1.6,,84.0,30.8,Sales,0
24,1.4,25000.0,59.0,30.5,Sales,0
22,0.0,25000.0,21.0,21.9,HR,0
59,14.6,60456.0,22.0,50.3,Marketing,0
36,9.9,42432.0,18.0,37.7,Marketing,0
55,21.7,80037.0,68.0,67.9,Marketing,1
56,25.6,71931.0,54.0,51.2,Engineering,0
46,11.7,51193.0,79.0,,Sales,1
45,13.1,47174.0,52.0,44.6,Marketing,0
33,6.0,32903.0,83.0,35.5,Sales,0
39,15.1,47476.0,32.0,40.1,HR,0
36,6.7,25000.0,88.0,26.7,Sales,0
37,7.2,25000.0,54.0,32.7,Marketing,0
48,13.3,51530.0,32.0,33.4,Sales,0
29,4.5,25000.0,43.0,24.2,HR,0
46,10.8,35215.0,25.0,29.7,Sales,0
38,13.6,34579.0,72.0,42.6,Engineering,0
50,12.9,49326.0,60.0,45.4,HR,0
29,5.9,26096.0,41.0,28.8,Engineering,0
36,5.1,25000.0,47.0,25.9,Engineering,0
48,18.0,53461.0,65.0,48.5,Marketing,0
28,5.1,25000.0,78.0,32.7,Marketing,0
24,0.8,25000.0,26.0,20.9,HR,0
50,24.7,74275.0,95.0,60.1,Marketing,0
45,13.1,41852.0,48.0,33.7,Sales,0
24,1.7,25000.0,50.0,27.9,HR,0
41,13.4,48976.0,57.0,42.8,Marketing,0
36,6.7,25729.0,91.0,34.6,Marketing,0
46,9.9,48675.0,37.0,38.2,Sales,0
51,14.0,54808.0,86.0,49.4,Engineering,0
35,4.6,25000.0,59.0,26.0,Sales,0
28,2.3,25000.0,10.0,20.0,Engineering,0
38,5.8,32497.0,59.0,33.5,Marketing,1
41,10.5,44510.0,28.0,37.2,Engineering,0
57,27.2,83586.0,68.0,68.4,Engineering,1
30,3.1,25000.0,77.0,26.9,Marketing,0
59,14.0,51948.0,76.0,42.8,HR,0
43,14.4,51503.0,50.0,57.3,Sales,0
23,0.4,25000.0,19.0,20.0,Marketing,0
45,8.2,28162.0,37.0,23.6,Sales,0
29,2.8,25000.0,43.0,27.9,Sales,0
32,8.5,35538.0,48.0,35.1,Engineering,0
34,9.5,31496.0,92.0,42.0,Marketing,0
38,8.2,28154.0,65.0,29.6,HR,0
29,4.9,26688.0,61.0,31.2,Sales,0
42,12.4,40024.0,12.0,29.4,Sales,0
39,12.0,41977.0,32.0,32.8,HR,0
51,20.6,66443.0,26.0,50.7,Sales,0
39,11.5,33115.0,80.0,43.4,Marketing,0
52,13.8,51061.0,35.0,40.9,HR,0
59,12.0,48172.0,27.0,37.4,Marketing,0
53,17.8,62201.0,55.0,57.8,HR,1
32,8.3,31141.0,79.0,41.4,Sales,0
46,15.4,62978.0,40.0,57.9,HR,0
54,25.6,86008.0,,52.2,Marketing,0
59,33.1,100644.0,44.0,80.4,HR,1
29,2.8,25000.0,90.0,37.7,Sales,0
32,7.2,36418.0,69.0,33.7,Engineering,0
43,14.8,54215.0,85.0,54.4,Sales,0
45,20.4,,72.0,58.6,Sales,0
38,14.3,51895.0,61.0,42.7,Engineering,0
33,7.8,35614.0,57.0,37.4,HR,0
53,13.8,58489.0,70.0,57.3,Sales,0
36,10.9,36043.0,33.0,25.3,Engineering,0
37,5.5,25000.0,83.0,32.6,Marketing,0
43,16.1,48441.0,67.0,47.2,Engineering,0
49,22.8,73241.0,73.0,59.4,Sales,0
41,10.1,41214.0,39.0,30.9,Marketing,0
54,21.7,67883.0,38.0,52.2,Sales,0
31,5.0,25000.0,19.0,24.5,Engineering,0
53,17.4,49131.0,48.0,,Marketing,0
54,15.6,62747.0,64.0,50.3,Sales,0
23,0.8,25000.0,37.0,27.3,Engineering,0
54,27.6,87074.0,27.0,59.3,Marketing,0
54,27.7,86641.0,50.0,59.7,Sales,0
34,4.9,25000.0,90.0,32.8,Engineering,1
51,23.9,75394.0,84.0,72.7,Sales,1
54,23.8,70641.0,74.0,65.2,Sales,1
34,5.4,25000.0,90.0,34.7,Sales,0
47,8.5,40195.0,55.0,35.7,HR,0
43,9.7,43476.0,69.0,40.8,Sales,0
23,0.8,25000.0,18.0,20.8,Marketing,0
59,25.2,72898.0,54.0,54.1,Engineering,1
47,18.3,55957.0,69.0,49.4,Engineering,0
36,6.4,36063.0,37.0,30.4,HR,1
55,24.1,73154.0,12.0,44.4,HR,0
32,3.2,25000.0,60.0,24.5,HR,0
24,1.1,25000.0,17.0,22.1,Sales,0
27,3.4,25000.0,79.0,32.5,Sales,0
30,3.1,25000.0,68.0,28.7,Marketing,0
27,4.0,,70.0,26.1,Engineering,0
30,3.5,26309.0,67.0,38.8,Engineering,0
52,20.7,64122.0,79.0,54.4,Sales,0
53,16.8,64860.0,21.0,48.7,Engineering,0
33,7.2,26492.0,18.0,20.0,Sales,0
29,2.6,25000.0,58.0,28.4,HR,0
29,2.2,25000.0,92.0,37.4,Sales,0
49,22.8,65912.0,26.0,42.3,Marketing,0
41,8.8,36660.0,63.0,37.0,Sales,0
28,4.8,36148.0,53.0,40.7,Sales,0
32,9.0,37628.0,41.0,42.1,Engineering,0
41,8.1,32026.0,44.0,29.5,Sales,0
37,6.9,,87.0,40.0,Marketing,0
25,2.1,25000.0,58.0,39.3,Sales,0
27,4.4,25000.0,63.0,34.9,Sales,0
43,17.8,57014.0,25.0,39.9,HR,0
47,15.0,52039.0,94.0,50.4,Sales,0
24,1.6,25000.0,21.0,25.6,Sales,0
35,5.0,25000.0,97.0,31.0,Sales,0
32,8.9,,17.0,29.6,Marketing,0
39,14.9,56660.0,30.0,45.4,Engineering,0
33,4.4,25000.0,57.0,30.7,HR,0
44,10.6,32770.0,17.0,24.0,HR,0
33,4.0,25000.0,37.0,20.9,Sales,0
34,5.6,29954.0,89.0,45.1,Sales,1
46,18.9,63808.0,19.0,45.1,Engineering,0
40,9.5,37263.0,61.0,,Sales,0
57,12.4,46657.0,24.0,35.5,Marketing,0
29,3.5,,13.0,20.2,Engineering,0
50,24.9,81384.0,99.0,68.9,Sales,1
53,21.0,67113.0,88.0,59.5,Engineering,0
39,9.3,30207.0,71.0,31.2,HR,0
27,2.0,25000.0,13.0,23.5,Sales,0
39,15.2,54094.0,50.0,41.6,Engineering,0
40,14.3,40029.0,82.0,34.3,Engineering,0
43,9.8,45785.0,64.0,33.5,Sales,0
58,12.3,45869.0,37.0,30.6,Engineering,0
53,10.4,43448.0,56.0,47.0,Sales,0
24,0.7,25000.0,18.0,20.3,Sales,0
49,17.5,,11.0,41.4,Marketing,0
31,7.7,26251.0,76.0,35.4,Marketing,0
56,20.3,68210.0,57.0,57.2,Engineering,0
50,22.6,67231.0,78.0,60.0,Engineering,0
36,7.9,25212.0,83.0,38.6,Engineering,0
54,23.2,69311.0,37.0,54.3,HR,0
28,4.4,25446.0,88.0,41.6,Sales,0
33,4.4,25000.0,23.0,24.4,Sales,0
51,15.0,48834.0,55.0,40.5,HR,0
42,13.6,50964.0,96.0,50.7,HR,0
52,10.3,37661.0,22.0,25.9,Engineering,0
45,11.9,33498.0,25.0,33.4,Sales,0
41,11.8,45284.0,49.0,38.0,Marketing,0
58,32.3,106381.0,81.0,83.1,Marketing,1
25,1.8,,90.0,36.3,HR,0
49,21.3,58513.0,39.0,46.3,HR,0
41,10.6,38682.0,90.0,45.3,Sales,1
45,17.9,56877.0,74.0,62.2,Sales,0
53,20.4,68791.0,67.0,63.8,Marketing,0
57,29.1,85614.0,97.0,76.6,Sales,1
55,18.0,59833.0,57.0,,Engineering,0
57,23.2,68000.0,58.0,54.4,HR,0
23,0.7,25000.0,98.0,39.8,Marketing,0
36,7.7,25000.0,11.0,20.0,Marketing,1
55,12.8,50687.0,98.0,64.1,Engineering,0
57,12.5,44597.0,23.0,34.4,Sales,0
27,1.6,25000.0,26.0,22.1,Sales,0
33,9.1,36619.0,40.0,29.1,HR,1
24,0.9,25000.0,19.0,23.0,Engineering,1
39,7.3,36715.0,79.0,34.5,Marketing,0
42,14.8,39149.0,98.0,56.5,Engineering,0
36,6.9,25000.0,46.0,32.5,Marketing,0
54,19.3,65108.0,73.0,62.9,Engineering,0
56,13.5,53409.0,39.0,36.5,Sales,0
47,21.9,61536.0,43.0,50.7,Marketing,0
29,5.7,25107.0,27.0,28.2,HR,0
57,28.6,,97.0,79.5,Engineering,1
51,15.8,45525.0,72.0,39.7,Sales,0
44,16.7,51197.0,58.0,42.5,Marketing,0
35,5.0,25572.0,65.0,27.8,Sales,0
35,4.0,25000.0,67.0,27.0,Engineering,0
23,0.3,25000.0,36.0,,HR,0
58,23.5,77567.0,64.0,54.9,HR,0
26,2.3,25000.0,94.0,38.7,Engineering,0
59,22.6,66024.0,28.0,43.2,Marketing,0
35,4.0,25000.0,32.0,,Sales,0
46,13.3,45058.0,56.0,31.2,Sales,0
41,13.9,41425.0,88.0,42.5,Marketing,0
23,0.6,25000.0,75.0,39.2,Engineering,0
27,3.7,25000.0,60.0,30.0,Sales,0
38,7.0,27535.0,93.0,31.0,Sales,0
46,18.9,59548.0,37.0,52.2,Engineering,1
49,17.6,57202.0,66.0,57.5,Sales,0
23,0.4,25000.0,67.0,30.6,Marketing,0
56,15.0,60767.0,24.0,55.5,Marketing,0
58,24.4,80510.0,25.0,62.8,Engineering,0
26,3.2,25000.0,56.0,31.3,Engineering,0
22,0.0,25000.0,72.0,27.0,Marketing,0
33,5.0,29540.0,21.0,27.0,Engineering,0
57,28.7,91231.0,52.0,72.3,Marketing,0
44,15.4,59312.0,93.0,,Marketing,0
52,17.1,56255.0,38.0,41.7,Marketing,0
32,5.9,25000.0,58.0,28.9,Sales,0
31,3.8,,12.0,20.0,Engineering,0
24,1.4,25000.0,78.0,21.5,Sales,0
35,6.7,35273.0,69.0,42.3,Engineering,0
37,13.5,,75.0,39.8,HR,0
31,5.3,25000.0,96.0,36.4,Sales,0
50,16.6,60542.0,99.0,61.8,Sales,0
31,5.8,25000.0,35.0,25.3,Sales,0
33,9.4,,80.0,42.3,HR,0
51,22.6,70131.0,83.0,64.7,Engineering,1
22,0.0,25000.0,78.0,34.6,HR,0
26,2.9,25000.0,56.0,31.5,Engineering,0
41,12.4,41634.0,85.0,53.4,Engineering,0
29,4.2,25000.0,51.0,28.0,Engineering,0
33,4.6,25000.0,40.0,25.0,Engineering,0
22,0.0,25000.0,31.0,20.0,Engineering,0
41,8.5,27938.0,26.0,26.0,HR,0
49,22.9,76814.0,93.0,73.1,Sales,1
58,18.0,59367.0,29.0,44.4,HR,0
58,31.4,95776.0,17.0,70.0,Sales,1
33,6.8,26251.0,58.0,27.6,Sales,0
58,24.4,,96.0,74.7,Marketing,1
49,16.9,59315.0,47.0,53.5,Sales,1
36,5.3,25000.0,62.0,33.6,HR,0
27,2.6,25000.0,37.0,24.7,Marketing,0
41,6.8,31818.0,86.0,33.2,Engineering,0
35,8.8,36678.0,38.0,29.0,Engineering,0
23,0.6,,81.0,35.8,Sales,0
30,6.1,25000.0,20.0,32.9,Engineering,0
58,15.6,62314.0,56.0,51.0,Engineering,0
41,7.6,25511.0,54.0,,Marketing,0
47,13.6,,27.0,35.2,HR,0
50,24.0,80095.0,59.0,60.3,Engineering,0
22,0.0,,98.0,32.9,Engineering,0
56,18.7,69400.0,58.0,47.5,HR,0
27,3.1,25000.0,31.0,29.6,Marketing,0
58,12.6,42513.0,54.0,28.0,Marketing,0
26,3.6,25000.0,70.0,29.3,Engineering,0
54,22.4,73191.0,30.0,48.9,Sales,0
35,6.1,39190.0,80.0,37.7,HR,0
33,7.2,25000.0,70.0,37.5,Marketing,1
41,6.9,28291.0,85.0,36.9,Engineering,0
45,20.2,60346.0,45.0,44.4,Marketing,0
55,13.4,49288.0,33.0,36.5,Engineering,0
46,16.5,54136.0,41.0,40.5,HR,0
50,12.5,41889.0,68.0,41.3,Sales,0
52,21.9,72691.0,99.0,69.1,HR,1
44,16.9,54379.0,84.0,62.5,Marketing,0
